"","V1"
"4575","Rhinolophus hipposideros"
"4576","Rhinolophus inops"
"4577","Rhinolophus keyensis"
"4578","Rhinolophus landeri"
"4579","Rhinolophus lepidus"
"4580","Rhinolophus luctus"
"4581","Rhinolophus mabuensis"
"4582","Rhinolophus maclaudi"
"4583","Rhinolophus macrotis"
"4584","Rhinolophus madurensis"
"4585","Rhinolophus maendeleo"
"4586","Rhinolophus malayanus"
"4587","Rhinolophus marshalli"
"4588","Rhinolophus mcintyrei"
"4589","Rhinolophus megaphyllus"
"4590","Rhinolophus mehelyi"
"4591","Rhinolophus microglobosus"
"4592","Rhinolophus mitratus"
"4593","Rhinolophus montanus"
"4594","Rhinolophus mossambicus"
"4595","Rhinolophus nereis"
"4596","Rhinolophus osgoodi"
"4597","Rhinolophus paradoxolophus"
"4598","Rhinolophus pearsonii"
"4599","Rhinolophus philippinensis"
"4600","Rhinolophus proconsulis"
"4601","Rhinolophus pusillus"
"4602","Rhinolophus rex"
"4603","Rhinolophus robinsoni"
"4604","Rhinolophus rouxii"
"4605","Rhinolophus rufus"
"4606","Rhinolophus ruwenzorii"
"4607","Rhinolophus sakejiensis"
"4608","Rhinolophus sedulus"
"4609","Rhinolophus shameli"
"4610","Rhinolophus shortridgei"
"4611","Rhinolophus siamensis"
"4612","Rhinolophus silvestris"
"4613","Rhinolophus simulator"
"4614","Rhinolophus sinicus"
"4615","Rhinolophus smithersi"
"4616","Rhinolophus stheno"
"4617","Rhinolophus subbadius"
"4618","Rhinolophus subrufus"
"4619","Rhinolophus swinnyi"
"4620","Rhinolophus tatar"
"4621","Rhinolophus thomasi"
"4622","Rhinolophus trifoliatus"
"4623","Rhinolophus virgo"
"4624","Rhinolophus xinanzhongguoensis"
"4625","Rhinolophus yunanensis"
"4626","Rhinolophus ziama"
"4627","Rhinonicteris aurantia"
"4628","Rhinophylla alethina"
"4629","Rhinophylla fischerae"
"4630","Rhinophylla pumilio"
"4631","Rhinopithecus avunculus"
"4632","Rhinopithecus bieti"
"4633","Rhinopithecus brelichi"
"4634","Rhinopithecus roxellana"
"4635","Rhinopithecus strykeri"
"4636","Rhinopoma cystops"
"4637","Rhinopoma hadramauticum"
"4638","Rhinopoma hardwickii"
"4639","Rhinopoma microphyllum"
"4640","Rhinopoma muscatellum"
"4641","Rhinosciurus laticaudatus"
"4642","Rhipidomys albujai"
"4643","Rhipidomys austrinus"
"4644","Rhipidomys cariri"
"4645","Rhipidomys caucensis"
"4646","Rhipidomys couesi"
"4647","Rhipidomys emiliae"
"4648","Rhipidomys fulviventer"
"4649","Rhipidomys gardneri"
"4650","Rhipidomys ipukensis"
"4651","Rhipidomys itoan"
"4652","Rhipidomys latimanus"
"4653","Rhipidomys leucodactylus"
"4654","Rhipidomys macconnelli"
"4655","Rhipidomys macrurus"
"4656","Rhipidomys mastacalis"
"4657","Rhipidomys modicus"
"4658","Rhipidomys nitela"
"4659","Rhipidomys ochrogaster"
"4660","Rhipidomys tribei"
"4661","Rhipidomys venezuelae"
"4662","Rhipidomys venustus"
"4663","Rhipidomys wetzeli"
"4664","Rhizomys pruinosus"
"4665","Rhizomys sinensis"
"4666","Rhizomys sumatrensis"
"4667","Rhogeessa aeneus"
"4668","Rhogeessa bickhami"
"4669","Rhogeessa genowaysi"
"4670","Rhogeessa hussoni"
"4671","Rhogeessa io"
"4672","Rhogeessa menchuae"
"4673","Rhogeessa minutilla"
"4674","Rhogeessa mira"
"4675","Rhogeessa parvula"
"4676","Rhogeessa tumida"
"4677","Rhogeessa velilla"
"4678","Rhombomys opimus"
"4679","Rhynchocyon chrysopygus"
"4680","Rhynchocyon cirnei"
"4681","Rhynchocyon petersi"
"4682","Rhynchocyon udzungwensis"
"4683","Rhynchogale melleri"
"4684","Rhyncholestes raphanurus"
"4685","Rhynchomeles prattorum"
"4686","Rhynchomys banahao"
"4687","Rhynchomys isarogensis"
"4688","Rhynchomys soricoides"
"4689","Rhynchomys tapulao"
"4690","Rhynchonycteris naso"
"4691","Romerolagus diazi"
"4692","Rousettus aegyptiacus"
"4693","Rousettus amplexicaudatus"
"4694","Rousettus bidens"
"4695","Rousettus celebensis"
"4696","Rousettus lanosus"
"4697","Rousettus leschenaultii"
"4698","Rousettus linduensis"
"4699","Rousettus madagascariensis"
"4700","Rousettus obliviosus"
"4701","Rousettus spinalatus"
"4702","Rubrisciurus rubriventer"
"4703","Rucervus duvaucelii"
"4704","Rucervus eldii"
"4705","Rungwecebus kipunji"
"4706","Rupicapra pyrenaica"
"4707","Rupicapra rupicapra"
"4708","Rusa alfredi"
"4709","Rusa marianna"
"4710","Rusa timorensis"
"4711","Rusa unicolor"
"4712","Ruwenzorisorex suncoides"
"4713","Saccolaimus flaviventris"
"4714","Saccolaimus mixtus"
"4715","Saccolaimus peli"
"4716","Saccolaimus saccolaimus"
"4717","Saccopteryx antioquensis"
"4718","Saccopteryx bilineata"
"4719","Saccopteryx canescens"
"4720","Saccopteryx gymnura"
"4721","Saccopteryx leptura"
"4722","Saccostomus campestris"
"4723","Saccostomus mearnsi"
"4724","Saguinus bicolor"
"4725","Saguinus fuscicollis"
"4726","Saguinus geoffroyi"
"4727","Saguinus imperator"
"4728","Saguinus inustus"
"4729","Saguinus labiatus"
"4730","Saguinus leucopus"
"4731","Saguinus martinsi"
"4732","Saguinus melanoleucus"
"4733","Saguinus midas"
"4734","Saguinus mystax"
"4735","Saguinus niger"
"4736","Saguinus nigricollis"
"4737","Saguinus oedipus"
"4738","Saguinus tripartitus"
"4739","Saiga tatarica"
"4740","Saiga tatarica ssp. mongolica"
"4741","Saiga tatarica ssp. tatarica"
"4742","Saimiri boliviensis"
"4743","Saimiri oerstedii"
"4744","Saimiri sciureus"
"4745","Saimiri ustus"
"4746","Saimiri vanzolinii"
"4747","Salanoia concolor"
"4748","Salinomys delicatus"
"4749","Salpingotulus michaelis"
"4750","Salpingotus crassicauda"
"4751","Salpingotus heptneri"
"4752","Salpingotus kozlovi"
"4753","Salpingotus pallidus"
"4754","Santamartamys rufodorsalis"
"4755","Sapajus apella"
"4756","Sapajus cay"
"4757","Sapajus flavius"
"4758","Sapajus libidinosus"
"4759","Sapajus macrocephalus"
"4760","Sapajus nigritus"
"4761","Sapajus robustus"
"4762","Sapajus xanthosternos"
"4763","Sarcophilus harrisii"
"4764","Sauromys petrophilus"
"4765","Saxatilomys paulinae"
"4766","Scalopus aquaticus"
"4767","Scapanulus oweni"
"4768","Scapanus latimanus"
"4769","Scapanus orarius"
"4770","Scapanus townsendii"
"4771","Scapteromys aquaticus"
"4772","Scapteromys tumidus"
"4773","Scaptochirus moschatus"
"4774","Scaptonyx fusicaudus"
"4775","Sciurillus pusillus"
"4776","Sciurocheirus alleni"
"4777","Sciurocheirus gabonensis"
"4778","Sciurotamias davidianus"
"4779","Sciurotamias forresti"
"4780","Sciurus aberti"
"4781","Sciurus aestuans"
"4782","Sciurus alleni"
"4783","Sciurus anomalus"
"4784","Sciurus arizonensis"
"4785","Sciurus aureogaster"
"4786","Sciurus carolinensis"
"4787","Sciurus colliaei"
"4788","Sciurus deppei"
"4789","Sciurus flammifer"
"4790","Sciurus gilvigularis"
"4791","Sciurus granatensis"
"4792","Sciurus griseus"
"4793","Sciurus ignitus"
"4794","Sciurus igniventris"
"4795","Sciurus lis"
"4796","Sciurus nayaritensis"
"4797","Sciurus niger"
"4798","Sciurus oculatus"
"4799","Sciurus pucheranii"
"4800","Sciurus pyrrhinus"
"4801","Sciurus richmondi"
"4802","Sciurus sanborni"
"4803","Sciurus spadiceus"
"4804","Sciurus stramineus"
"4805","Sciurus variegatoides"
"4806","Sciurus vulgaris"
"4807","Sciurus yucatanensis"
"4808","Scleronycteris ega"
"4809","Scolomys melanops"
"4810","Scolomys ucayalensis"
"4811","Scoteanax rueppellii"
"4812","Scotinomys teguina"
"4813","Scotinomys xerampelinus"
"4814","Scotoecus albofuscus"
"4815","Scotoecus hirundo"
"4816","Scotoecus pallidus"
"4817","Scotomanes ornatus"
"4818","Scotonycteris ophiodon"
"4819","Scotonycteris zenkeri"
"4820","Scotophilus andrewreborii"
"4821","Scotophilus borbonicus"
"4822","Scotophilus celebensis"
"4823","Scotophilus collinus"
"4824","Scotophilus dinganii"
"4825","Scotophilus ejetai"
"4826","Scotophilus heathii"
"4827","Scotophilus kuhlii"
"4828","Scotophilus leucogaster"
"4829","Scotophilus livingstonii"
"4830","Scotophilus marovaza"
"4831","Scotophilus nigrita"
"4832","Scotophilus nucella"
"4833","Scotophilus nux"
"4834","Scotophilus robustus"
"4835","Scotophilus tandrefana"
"4836","Scotophilus trujilloi"
"4837","Scotophilus viridis"
"4838","Scotorepens balstoni"
"4839","Scotorepens greyii"
"4840","Scotorepens orion"
"4841","Scotorepens sanborni"
"4842","Scotozous dormeri"
"4843","Scutisorex somereni"
"4844","Scutisorex thori"
"4845","Sekeetamys calurus"
"4846","Selevinia betpakdalaensis"
"4847","Semnopithecus ajax"
"4848","Semnopithecus dussumieri"
"4849","Semnopithecus entellus"
"4850","Semnopithecus hector"
"4851","Semnopithecus hypoleucos"
"4852","Semnopithecus priam"
"4853","Semnopithecus schistaceus"
"4854","Setifer setosus"
"4855","Setonix brachyurus"
"4856","Sicista armenica"
"4857","Sicista betulina"
"4858","Sicista caucasica"
"4859","Sicista caudata"
"4860","Sicista concolor"
"4861","Sicista kazbegica"
"4862","Sicista kluchorica"
"4863","Sicista loriger"
"4864","Sicista napaea"
"4865","Sicista pseudonapaea"
"4866","Sicista severtzovi"
"4867","Sicista strandi"
"4868","Sicista subtilis"
"4869","Sicista tianshanica"
"4870","Sicista trizona"
"4871","Sigmodon alleni"
"4872","Sigmodon alstoni"
"4873","Sigmodon arizonae"
"4874","Sigmodon fulviventer"
"4875","Sigmodon hirsutus"
"4876","Sigmodon hispidus"
"4877","Sigmodon inopinatus"
"4878","Sigmodon leucotis"
"4879","Sigmodon mascotensis"
"4880","Sigmodon ochrognathus"
"4881","Sigmodon peruanus"
"4882","Sigmodon toltecus"
"4883","Sigmodontomys alfari"
"4884","Simias concolor"
"4885","Sminthopsis archeri"
"4886","Sminthopsis bindi"
"4887","Sminthopsis butleri"
"4888","Sminthopsis crassicaudata"
"4889","Sminthopsis dolichura"
"4890","Sminthopsis douglasi"
"4891","Sminthopsis fuliginosus"
"4892","Sminthopsis fuliginosus ssp. aitkeni"
"4893","Sminthopsis gilberti"
"4894","Sminthopsis granulipes"
"4895","Sminthopsis griseoventer"
"4896","Sminthopsis hirtipes"
"4897","Sminthopsis leucopus"
"4898","Sminthopsis longicaudata"
"4899","Sminthopsis macroura"
"4900","Sminthopsis murina"
"4901","Sminthopsis ooldea"
"4902","Sminthopsis psammophila"
"4903","Sminthopsis virginiae"
"4904","Sminthopsis youngsoni"
"4905","Smutsia gigantea"
"4906","Smutsia temminckii"
"4907","Solenodon paradoxus"
"4908","Solisorex pearsoni"
"4909","Solomys ponceleti"
"4910","Solomys salamonis"
"4911","Solomys salebrosus"
"4912","Solomys sapientis"
"4913","Sommeromys macrorhinos"
"4914","Sooretamys angouya"
"4915","Sorex alaskanus"
"4916","Sorex alpinus"
"4917","Sorex antinorii"
"4918","Sorex araneus"
"4919","Sorex arcticus"
"4920","Sorex arizonae"
"4921","Sorex asper"
"4922","Sorex bairdi"
"4923","Sorex bedfordiae"
"4924","Sorex bendirii"
"4925","Sorex buchariensis"
"4926","Sorex caecutiens"
"4927","Sorex camtschatica"
"4928","Sorex cansulus"
"4929","Sorex cinereus"
"4930","Sorex coronatus"
"4931","Sorex cylindricauda"
"4932","Sorex daphaenodon"
"4933","Sorex dispar"
"4934","Sorex emarginatus"
"4935","Sorex excelsus"
"4936","Sorex fumeus"
"4937","Sorex gracillimus"
"4938","Sorex granarius"
"4939","Sorex haydeni"
"4940","Sorex hosonoi"
"4941","Sorex hoyi"
"4942","Sorex isodon"
"4943","Sorex ixtlanensis"
"4944","Sorex jacksoni"
"4945","Sorex kozlovi"
"4946","Sorex leucogaster"
"4947","Sorex longirostris"
"4948","Sorex lyelli"
"4949","Sorex macrodon"
"4950","Sorex maritimensis"
"4951","Sorex mediopua"
"4952","Sorex merriami"
"4953","Sorex milleri"
"4954","Sorex minutissimus"
"4955","Sorex minutus"
"4956","Sorex mirabilis"
"4957","Sorex monticolus"
"4958","Sorex nanus"
"4959","Sorex neomexicanus"
"4960","Sorex oreopolus"
"4961","Sorex orizabae"
"4962","Sorex ornatus"
"4963","Sorex pacificus"
"4964","Sorex palustris"
"4965","Sorex planiceps"
"4966","Sorex portenkoi"
"4967","Sorex preblei"
"4968","Sorex pribilofensis"
"4969","Sorex raddei"
"4970","Sorex roboratus"
"4971","Sorex rohweri"
"4972","Sorex samniticus"
"4973","Sorex satunini"
"4974","Sorex saussurei"
"4975","Sorex sclateri"
"4976","Sorex shinto"
"4977","Sorex sinalis"
"4978","Sorex sonomae"
"4979","Sorex stizodon"
"4980","Sorex tenellus"
"4981","Sorex thibetanus"
"4982","Sorex trowbridgii"
"4983","Sorex tundrensis"
"4984","Sorex ugyunak"
"4985","Sorex unguiculatus"
"4986","Sorex vagrans"
"4987","Sorex ventralis"
"4988","Sorex veraecrucis"
"4989","Sorex veraepacis"
"4990","Sorex volnuchini"
"4991","Sorex yukonicus"
"4992","Soricomys kalinga"
"4993","Soricomys leonardocoi"
"4994","Soricomys montanus"
"4995","Soricomys musseri"
"4996","Soriculus nigrescens"
"4997","Spalacopus cyanus"
"4998","Spalax arenarius"
"4999","Spalax giganteus"
"5000","Spalax graecus"
"5001","Spalax microphthalmus"
"5002","Spalax uralensis"
"5003","Spalax zemni"
"5004","Speothos venaticus"
"5005","Spermophilopsis leptodactylus"
"5006","Spermophilus alashanicus"
"5007","Spermophilus brevicauda"
"5008","Spermophilus citellus"
"5009","Spermophilus dauricus"
"5010","Spermophilus erythrogenys"
"5011","Spermophilus fulvus"
"5012","Spermophilus major"
"5013","Spermophilus musicus"
"5014","Spermophilus pallidicauda"
"5015","Spermophilus pygmaeus"
"5016","Spermophilus ralli"
"5017","Spermophilus relictus"
"5018","Spermophilus suslicus"
"5019","Spermophilus taurensis"
"5020","Spermophilus xanthoprymnus"
"5021","Sphaerias blanfordi"
"5022","Sphaeronycteris toxophyllum"
"5023","Spilocuscus kraemeri"
"5024","Spilocuscus maculatus"
"5025","Spilocuscus papuensis"
"5026","Spilocuscus rufoniger"
"5027","Spilocuscus wilsoni"
"5028","Spilogale angustifrons"
"5029","Spilogale gracilis"
"5030","Spilogale putorius"
"5031","Spilogale pygmaea"
"5032","Srilankamys ohiensis"
"5033","Steatomys bocagei"
"5034","Steatomys caurinus"
"5035","Steatomys cuppedius"
"5036","Steatomys jacksoni"
"5037","Steatomys krebsii"
"5038","Steatomys opimus"
"5039","Steatomys parvus"
"5040","Steatomys pratensis"
"5041","Stenocephalemys albipes"
"5042","Stenocephalemys albocaudata"
"5043","Stenocephalemys griseicauda"
"5044","Stenocephalemys ruppi"
"5045","Stenoderma rufum"
"5046","Stochomys longicaudatus"
"5047","Strigocuscus celebensis"
"5048","Strigocuscus pelengensis"
"5049","Sturnira aratathomasi"
"5050","Sturnira bakeri"
"5051","Sturnira bidens"
"5052","Sturnira bogotensis"
"5053","Sturnira burtonlimi"
"5054","Sturnira erythromos"
"5055","Sturnira hondurensis"
"5056","Sturnira koopmanhilli"
"5057","Sturnira lilium"
"5058","Sturnira ludovici"
"5059","Sturnira luisi"
"5060","Sturnira magna"
"5061","Sturnira mistratensis"
"5062","Sturnira mordax"
"5063","Sturnira nana"
"5064","Sturnira oporaphilum"
"5065","Sturnira parvidens"
"5066","Sturnira perla"
"5067","Sturnira sorianoi"
"5068","Sturnira tildae"
"5069","Styloctenium mindorensis"
"5070","Styloctenium wallacei"
"5071","Stylodipus andrewsi"
"5072","Stylodipus sungorus"
"5073","Stylodipus telum"
"5074","Submyotodon latirostris"
"5075","Suncus aequatorius"
"5076","Suncus ater"
"5077","Suncus dayi"
"5078","Suncus etruscus"
"5079","Suncus fellowesgordoni"
"5080","Suncus hosei"
"5081","Suncus hututsi"
"5082","Suncus infinitesimus"
"5083","Suncus lixus"
"5084","Suncus malayanus"
"5085","Suncus megalura"
"5086","Suncus mertensi"
"5087","Suncus montanus"
"5088","Suncus murinus"
"5089","Suncus remyi"
"5090","Suncus stoliczkanus"
"5091","Suncus varilla"
"5092","Suncus zeylanicus"
"5093","Sundamys infraluteus"
"5094","Sundamys maxi"
"5095","Sundamys muelleri"
"5096","Sundasciurus brookei"
"5097","Sundasciurus davensis"
"5098","Sundasciurus fraterculus"
"5099","Sundasciurus hippurus"
"5100","Sundasciurus hoogstraali"
"5101","Sundasciurus jentinki"
"5102","Sundasciurus juvencus"
"5103","Sundasciurus lowii"
"5104","Sundasciurus mindanensis"
"5105","Sundasciurus moellendorffi"
"5106","Sundasciurus philippinensis"
"5107","Sundasciurus rabori"
"5108","Sundasciurus samarensis"
"5109","Sundasciurus steerii"
"5110","Sundasciurus tenuis"
"5111","Surdisorex norae"
"5112","Surdisorex polulus"
"5113","Surdisorex schlitteri"
"5114","Suricata suricatta"
"5115","Sus ahoenobarbus"
"5116","Sus barbatus"
"5117","Sus bucculentus"
"5118","Sus cebifrons"
"5119","Sus celebensis"
"5120","Sus oliveri"
"5121","Sus philippensis"
"5122","Sus scrofa"
"5123","Sus verrucosus"
"5124","Syconycteris australis"
"5125","Syconycteris carolinae"
"5126","Syconycteris hobbit"
"5127","Sylvicapra grimmia"
"5128","Sylvilagus aquaticus"
"5129","Sylvilagus audubonii"
"5130","Sylvilagus bachmani"
"5131","Sylvilagus brasiliensis"
"5132","Sylvilagus cognatus"
"5133","Sylvilagus cunicularius"
"5134","Sylvilagus dicei"
"5135","Sylvilagus floridanus"
"5136","Sylvilagus gabbi"
"5137","Sylvilagus graysoni"
"5138","Sylvilagus insonus"
"5139","Sylvilagus mansuetus"
"5140","Sylvilagus nuttallii"
"5141","Sylvilagus obscurus"
"5142","Sylvilagus palustris"
"5143","Sylvilagus robustus"
"5144","Sylvilagus transitionalis"
"5145","Sylvilagus varynaensis"
"5146","Sylvisorex akaibei"
"5147","Sylvisorex camerunensis"
"5148","Sylvisorex corbeti"
"5149","Sylvisorex granti"
"5150","Sylvisorex howelli"
"5151","Sylvisorex isabellae"
"5152","Sylvisorex johnstoni"
"5153","Sylvisorex konganensis"
"5154","Sylvisorex lunaris"
"5155","Sylvisorex morio"
"5156","Sylvisorex ollula"
"5157","Sylvisorex oriundus"
"5158","Sylvisorex pluvialis"
"5159","Sylvisorex silvanorum"
"5160","Sylvisorex vulcanorum"
"5161","Symphalangus syndactylus"
"5162","Synaptomys borealis"
"5163","Synaptomys cooperi"
"5164","Syncerus caffer"
"5165","Syntheosciurus brochus"
"5166","Tachyglossus aculeatus"
"5167","Tachyoryctes macrocephalus"
"5168","Tachyoryctes splendens"
"5169","Tadarida aegyptiaca"
"5170","Tadarida brasiliensis"
"5171","Tadarida fulminans"
"5172","Tadarida insignis"
"5173","Tadarida latouchei"
"5174","Tadarida lobata"
"5175","Tadarida teniotis"
"5176","Tadarida ventralis"
"5177","Taeromys arcuatus"
"5178","Taeromys callitrichus"
"5179","Taeromys celebensis"
"5180","Taeromys hamatus"
"5181","Taeromys microbullatus"
"5182","Taeromys punicans"
"5183","Taeromys taerae"
"5184","Talpa altaica"
"5185","Talpa caeca"
"5186","Talpa caucasica"
"5187","Talpa davidiana"
"5188","Talpa europaea"
"5189","Talpa levantis"
"5190","Talpa occidentalis"
"5191","Talpa romana"
"5192","Talpa stankovici"
"5193","Tamandua mexicana"
"5194","Tamandua tetradactyla"
"5195","Tamias striatus"
"5196","Tamiasciurus douglasii"
"5197","Tamiasciurus hudsonicus"
"5198","Tamiasciurus mearnsi"
"5199","Tamiops macclellandii"
"5200","Tamiops maritimus"
"5201","Tamiops rodolphii"
"5202","Tamiops swinhoei"
"5203","Tanyuromys aphrastus"
"5204","Tapecomys primus"
"5205","Taphozous achates"
"5206","Taphozous australis"
"5207","Taphozous georgianus"
"5208","Taphozous hamiltoni"
"5209","Taphozous hildegardeae"
"5210","Taphozous hilli"
"5211","Taphozous kapalgensis"
"5212","Taphozous longimanus"
"5213","Taphozous mauritianus"
"5214","Taphozous melanopogon"
"5215","Taphozous nudiventris"
"5216","Taphozous perforatus"
"5217","Taphozous theobaldi"
"5218","Taphozous troughtoni"
"5219","Tapirus bairdii"
"5220","Tapirus indicus"
"5221","Tapirus pinchaque"
"5222","Tapirus terrestris"
"5223","Tarsipes rostratus"
"5224","Tarsius bancanus"
"5225","Tarsius dentatus"
"5226","Tarsius lariang"
"5227","Tarsius pelengensis"
"5228","Tarsius pumilus"
"5229","Tarsius sangirensis"
"5230","Tarsius syrichta"
"5231","Tarsius tarsier"
"5232","Tarsius tumpara"
"5233","Tarsius wallacei"
"5234","Tarsomys apoensis"
"5235","Tarsomys echinatus"
"5236","Tateomys macrocercus"
"5237","Tateomys rhinogradoides"
"5238","Tatera indica"
"5239","Taterillus arenarius"
"5240","Taterillus congicus"
"5241","Taterillus emini"
"5242","Taterillus gracilis"
"5243","Taterillus lacustris"
"5244","Taterillus petteri"
"5245","Taterillus pygargus"
"5246","Taterillus tranieri"
"5247","Taxidea taxus"
"5248","Tayassu pecari"
"5249","Tenrec ecaudatus"
"5250","Tetracerus quadricornis"
"5251","Thallomys loringi"
"5252","Thallomys nigricauda"
"5253","Thallomys paedulcus"
"5254","Thallomys shortridgei"
"5255","Thalpomys cerradensis"
"5256","Thalpomys lasiotis"
"5257","Thamnomys kempi"
"5258","Thamnomys schoutedeni"
"5259","Thamnomys venustus"
"5260","Thaptomys nigrita"
"5261","Theropithecus gelada"
"5262","Thomasomys andersoni"
"5263","Thomasomys apeco"
"5264","Thomasomys aureus"
"5265","Thomasomys auricularis"
"5266","Thomasomys australis"
"5267","Thomasomys baeops"
"5268","Thomasomys bombycinus"
"5269","Thomasomys caudivarius"
"5270","Thomasomys cinereiventer"
"5271","Thomasomys cinereus"
"5272","Thomasomys cinnameus"
"5273","Thomasomys contradictus"
"5274","Thomasomys daphne"
"5275","Thomasomys dispar"
"5276","Thomasomys eleusis"
"5277","Thomasomys emeritus"
"5278","Thomasomys erro"
"5279","Thomasomys fumeus"
"5280","Thomasomys gracilis"
"5281","Thomasomys hudsoni"
"5282","Thomasomys hylophilus"
"5283","Thomasomys incanus"
"5284","Thomasomys ischyrus"
"5285","Thomasomys kalinowskii"
"5286","Thomasomys ladewi"
"5287","Thomasomys laniger"
"5288","Thomasomys macrotis"
"5289","Thomasomys monochromos"
"5290","Thomasomys nicefori"
"5291","Thomasomys niveipes"
"5292","Thomasomys notatus"
"5293","Thomasomys onkiro"
"5294","Thomasomys oreas"
"5295","Thomasomys paramorum"
"5296","Thomasomys popayanus"
"5297","Thomasomys praetor"
"5298","Thomasomys princeps"
"5299","Thomasomys pyrrhonotus"
"5300","Thomasomys rosalinda"
"5301","Thomasomys silvestris"
"5302","Thomasomys taczanowskii"
"5303","Thomasomys ucucha"
"5304","Thomasomys vestitus"
"5305","Thomasomys vulcani"
"5306","Thomomys bottae"
"5307","Thomomys bulbivorus"
"5308","Thomomys clusius"
"5309","Thomomys idahoensis"
"5310","Thomomys mazama"
"5311","Thomomys monticola"
"5312","Thomomys talpoides"
"5313","Thomomys townsendii"
"5314","Thomomys umbrinus"
"5315","Thoopterus nigrescens"
"5316","Thrichomys apereoides"
"5317","Thrichomys inermis"
"5318","Thrichomys laurentius"
"5319","Thrichomys pachyurus"
"5320","Thryonomys gregorianus"
"5321","Thryonomys swinderianus"
"5322","Thylamys cinderella"
"5323","Thylamys citellus"
"5324","Thylamys elegans"
"5325","Thylamys fenestrae"
"5326","Thylamys karimii"
"5327","Thylamys macrurus"
"5328","Thylamys pallidior"
"5329","Thylamys pulchellus"
"5330","Thylamys pusillus"
"5331","Thylamys tatei"
"5332","Thylamys velutinus"
"5333","Thylamys venustus"
"5334","Thylogale billardierii"
"5335","Thylogale browni"
"5336","Thylogale brunii"
"5337","Thylogale calabyi"
"5338","Thylogale lanatus"
"5339","Thylogale stigmatica"
"5340","Thylogale thetis"
"5341","Thyroptera devivoi"
"5342","Thyroptera discifera"
"5343","Thyroptera lavali"
"5344","Thyroptera tricolor"
"5345","Thyroptera wynneae"
"5346","Tlacuatzin canescens"
"5347","Tokudaia muenninki"
"5348","Tokudaia osimensis"
"5349","Tokudaia tokunoshimensis"
"5350","Tomopeas ravus"
"5351","Tonatia bidens"
"5352","Tonatia saurophila"
"5353","Tonkinomys daovantieni"
"5354","Toromys grandis"
"5355","Toromys rhipidurus"
"5356","Trachops cirrhosus"
"5357","Trachypithecus auratus"
"5358","Trachypithecus barbei"
"5359","Trachypithecus cristatus"
"5360","Trachypithecus delacouri"
"5361","Trachypithecus francoisi"
"5362","Trachypithecus geei"
"5363","Trachypithecus germaini"
"5364","Trachypithecus hatinhensis"
"5365","Trachypithecus johnii"
"5366","Trachypithecus laotum"
"5367","Trachypithecus obscurus"
"5368","Trachypithecus phayrei"
"5369","Trachypithecus pileatus"
"5370","Trachypithecus poliocephalus"
"5371","Trachypithecus shortridgei"
"5372","Trachypithecus vetulus"
"5373","Tragelaphus angasii"
"5374","Tragelaphus buxtoni"
"5375","Tragelaphus derbianus"
"5376","Tragelaphus eurycerus"
"5377","Tragelaphus imberbis"
"5378","Tragelaphus oryx"
"5379","Tragelaphus scriptus"
"5380","Tragelaphus spekii"
"5381","Tragelaphus strepsiceros"
"5382","Tragulus javanicus"
"5383","Tragulus kanchil"
"5384","Tragulus napu"
"5385","Tragulus nigricans"
"5386","Tragulus versicolor"
"5387","Tragulus williamsoni"
"5388","Transandinomys bolivaris"
"5389","Transandinomys talamancae"
"5390","Tremarctos ornatus"
"5391","Triaenops afer"
"5392","Triaenops persicus"
"5393","Triaenops rufus"
"5394","Trichosurus caninus"
"5395","Trichosurus cunninghami"
"5396","Trichosurus vulpecula"
"5397","Trichys fasciculata"
"5398","Trinomys albispinus"
"5399","Trinomys dimidiatus"
"5400","Trinomys eliasi"
"5401","Trinomys gratiosus"
"5402","Trinomys iheringi"
"5403","Trinomys mirapitanga"
"5404","Trinomys moojeni"
"5405","Trinomys paratus"
"5406","Trinomys setosus"
"5407","Trinomys yonenagae"
"5408","Trinycteris nicefori"
"5409","Trogopterus xanthipes"
"5410","Tryphomys adustus"
"5411","Tscherskia triton"
"5412","Tupaia belangeri"
"5413","Tupaia chrysogaster"
"5414","Tupaia discolor"
"5415","Tupaia dorsalis"
"5416","Tupaia everetti"
"5417","Tupaia ferruginea"
"5418","Tupaia glis"
"5419","Tupaia gracilis"
"5420","Tupaia hypochrysa"
"5421","Tupaia javanica"
"5422","Tupaia longipes"
"5423","Tupaia minor"
"5424","Tupaia montana"
"5425","Tupaia nicobarica"
"5426","Tupaia palawanensis"
"5427","Tupaia picta"
"5428","Tupaia salatana"
"5429","Tupaia splendidula"
"5430","Tupaia tana"
"5431","Tylomys bullaris"
"5432","Tylomys fulviventer"
"5433","Tylomys mirae"
"5434","Tylomys nudicaudus"
"5435","Tylomys panamensis"
"5436","Tylomys tumbalensis"
"5437","Tylomys watsoni"
"5438","Tylonycteris pachypus"
"5439","Tylonycteris robustula"
"5440","Tympanoctomys aureus"
"5441","Tympanoctomys barrerae"
"5442","Tympanoctomys kirchnerorum"
"5443","Tympanoctomys loschalchalerosorum"
"5444","Typhlomys cinereus"
"5445","Uranomys ruddi"
"5446","Urocitellus armatus"
"5447","Urocitellus beldingi"
"5448","Urocitellus brunneus"
"5449","Urocitellus canus"
"5450","Urocitellus columbianus"
"5451","Urocitellus elegans"
"5452","Urocitellus endemicus"
"5453","Urocitellus mollis"
"5454","Urocitellus parryii"
"5455","Urocitellus richardsonii"
"5456","Urocitellus townsendii"
